order_id,customer_id,age,income,city,country,price_text,discount_code,notes,created
ORD-8710,311,29,0,NYC,USA,203,SAVE20,note 311 - 0.189460,2024-03-12
ORD-9446,312,31,1000,NYC ,USA,$864,SAVE10,note 312 - 0.674493,2024-03-13
ORD-8268,313,36,1000,Boston,USA,284,SAVE10,note 313 - 0.657532,2024-03-14
ORD-6755,314,26,1000,nyc,USA,432,SAVE20,note 314 - 0.826155,2024-03-15
ORD-9015,315,,1000,nyc,USA,319,SAVE10,note 315 - 0.360009,2024-03-16
ORD-3635,316,16,1000,NYC,USA,$409,"",note 316 - 0.855720,2024-03-17
ORD-618,317,44,1000,NYC,USA,$685,SAVE20,note 317 - 0.355656,2024-03-18
ORD-9323,318,43,0,NYC ,USA,194,"",note 318 - 0.734266,2024-03-19
ORD-9440,319,44,1000,nyc,USA,945,"",note 319 - 0.595231,2024-03-20
ORD-1974,320,,1000,Boston,USA,936,"",note 320 - 0.747679,2024-03-21
ORD-674,321,51,1000,NYC,USA,155,SAVE10,note 321 - 0.539930,2024-03-22
ORD-9750,322,44,0,NYC ,USA,502,"",note 322 - 0.222086,2024-03-23
ORD-9362,323,46,1000,nyc,USA,$444,"",note 323 - 0.548152,2024-03-24
ORD-3245,324,37,1000,Boston,USA,238,SAVE20,note 324 - 0.395319,2024-03-25
ORD-5298,325,,1000,NYC ,USA,372,"",note 325 - 0.112530,2024-03-26
ORD-2773,326,30,0,NYC ,USA,124,SAVE10,note 326 - 0.616221,2024-03-27
ORD-6124,327,42,1000,Boston,USA,937,"",note 327 - 0.757734,2024-03-28
ORD-4713,328,40,0,NYC,USA,251,"",note 328 - 0.343271,2024-03-29
ORD-8814,329,34,0,NYC,USA,439,"",note 329 - 0.203801,2024-03-30
ORD-8631,330,,1000,Boston,USA,485,"",note 330 - 0.255456,2024-03-31
ORD-7617,331,36,0,NYC,USA,732,"",note 331 - 0.066598,2024-04-01
ORD-8331,332,30,2000,nyc,USA,336,"",note 332 - 0.903872,2024-04-02
ORD-7503,333,26,1000,Boston,USA,$290,"",note 333 - 0.039752,2024-04-03
ORD-5822,334,44,0,Boston,USA,455,SAVE10,note 334 - 0.236205,2024-04-04
ORD-482,335,,1000,nyc,USA,496,SAVE10,note 335 - 0.225583,2024-04-05
ORD-3726,336,33,0,NYC ,USA,794,SAVE20,note 336 - 0.240361,2024-04-06
ORD-8883,337,45,0,NYC ,USA,719,"",note 337 - 0.206757,2024-04-07
ORD-2215,338,45,1000,NYC ,USA,822,SAVE20,note 338 - 0.995686,2024-04-08
ORD-9131,339,46,1000,NYC ,USA,261,"",note 339 - 0.184135,2024-04-09
ORD-4485,340,,0,NYC,USA,553,"",note 340 - 0.779108,2024-04-10
ORD-427,341,33,1000,NYC,USA,710,SAVE10,note 341 - 0.079475,2024-04-11
ORD-7763,342,38,1000,Boston,USA,972,"",note 342 - 0.163786,2024-04-12
ORD-1083,343,33,0,NYC ,USA,307,"",note 343 - 0.927103,2024-04-13
ORD-685,344,56,2000,Boston,USA,352,SAVE20,note 344 - 0.720201,2024-04-14
ORD-630,345,,1000,Boston,USA,708,"",note 345 - 0.451610,2024-04-15
ORD-6347,346,39,1000,NYC ,USA,$852,"",note 346 - 0.189850,2024-04-16
ORD-2727,347,35,0,Boston,USA,947,SAVE20,note 347 - 0.294420,2024-04-17
ORD-1854,348,50,0,NYC ,USA,192,"",note 348 - 0.778731,2024-04-18
ORD-9671,349,31,0,NYC ,USA,$125,"",note 349 - 0.882548,2024-04-19
ORD-5946,350,,1000,NYC ,USA,216,"",note 350 - 0.523817,2024-04-20
ORD-2799,351,42,1000,Boston,USA,663,SAVE10,note 351 - 0.565492,2024-04-21
ORD-7311,352,35,0,NYC ,USA,529,SAVE10,note 352 - 0.626453,2024-04-22
ORD-3897,353,33,0,NYC,USA,722,"",note 353 - 0.588862,2024-04-23
ORD-3401,354,28,1000,NYC,USA,743,"",note 354 - 0.184840,2024-04-24
ORD-9471,355,,1000,NYC,USA,$974,SAVE10,note 355 - 0.331111,2024-04-25
ORD-9747,356,41,0,NYC ,USA,776,"",note 356 - 0.966293,2024-04-26
ORD-7001,357,40,0,nyc,USA,488,"",note 357 - 0.292833,2024-04-27
ORD-953,358,47,0,nyc,USA,314,"",note 358 - 0.571367,2024-04-28
ORD-4705,359,48,0,NYC,USA,907,SAVE20,note 359 - 0.608845,2024-04-29
ORD-8154,360,,2000,nyc,USA,608,SAVE20,note 360 - 0.807980,2024-03-01
ORD-6793,361,48,1000,NYC ,USA,968,SAVE20,note 361 - 0.045492,2024-03-02
ORD-9011,362,28,0,NYC ,USA,415,SAVE10,note 362 - 0.767033,2024-03-03
ORD-477,363,51,1000,NYC,USA,841,"",note 363 - 0.194016,2024-03-04
ORD-8797,364,48,1000,Boston,USA,742,SAVE10,note 364 - 0.462470,2024-03-05
ORD-8779,365,,1000,Boston,USA,794,"",note 365 - 0.208262,2024-03-06
ORD-2719,366,31,1000,nyc,USA,484,SAVE20,note 366 - 0.187379,2024-03-07
ORD-1422,367,23,1000,NYC,USA,132,SAVE20,note 367 - 0.877049,2024-03-08
ORD-612,368,26,0,nyc,USA,214,"",note 368 - 0.913354,2024-03-09
ORD-5572,369,50,1000,Boston,USA,$612,SAVE20,note 369 - 0.732441,2024-03-10
ORD-2174,370,,1000,NYC ,USA,628,"",note 370 - 0.724571,2024-03-11
ORD-721,371,35,0,Boston,USA,$218,"",note 371 - 0.333290,2024-03-12
ORD-4532,372,41,1000,nyc,USA,$305,SAVE10,note 372 - 0.772787,2024-03-13
ORD-9168,373,35,0,NYC,USA,$217,"",note 373 - 0.206577,2024-03-14
ORD-5549,374,33,1000,NYC ,USA,418,SAVE20,note 374 - 0.050726,2024-03-15
ORD-1410,375,,0,NYC,USA,208,SAVE20,note 375 - 0.391917,2024-03-16
ORD-8740,376,32,1000,Boston,USA,$937,"",note 376 - 0.973682,2024-03-17
ORD-7672,377,19,1000,Boston,USA,921,"",note 377 - 0.455584,2024-03-18
ORD-4227,378,32,0,Boston,USA,247,SAVE10,note 378 - 0.392077,2024-03-19
ORD-7842,379,25,0,nyc,USA,$586,SAVE20,note 379 - 0.845766,2024-03-20
ORD-5339,380,,1000,NYC ,USA,831,"",note 380 - 0.792431,2024-03-21
ORD-2605,381,46,0,Boston,USA,735,SAVE20,note 381 - 0.383816,2024-03-22
ORD-3869,382,29,1000,Boston,USA,906,"",note 382 - 0.662612,2024-03-23
ORD-9702,383,51,1000,NYC,USA,956,SAVE20,note 383 - 0.325378,2024-03-24
ORD-1007,384,45,1000,nyc,USA,606,"",note 384 - 0.217612,2024-03-25
ORD-9468,385,,0,NYC ,USA,644,SAVE20,note 385 - 0.195667,2024-03-26
ORD-4819,386,34,1000,nyc,USA,$967,"",note 386 - 0.369223,2024-03-27
ORD-6271,387,30,0,NYC,USA,740,SAVE20,note 387 - 0.381565,2024-03-28
ORD-6835,388,25,0,Boston,USA,963,"",note 388 - 0.288471,2024-03-29
ORD-6813,389,34,0,NYC ,USA,$239,SAVE20,note 389 - 0.893582,2024-03-30
ORD-5821,390,,0,NYC ,USA,939,"",note 390 - 0.185791,2024-03-31
ORD-4411,391,18,1000,NYC,USA,342,SAVE20,note 391 - 0.926564,2024-04-01
ORD-1311,392,35,1000,NYC,USA,215,"",note 392 - 0.730185,2024-04-02
ORD-7740,393,36,0,nyc,USA,$724,"",note 393 - 0.684074,2024-04-03
ORD-8399,394,26,1000,NYC,USA,111,SAVE20,note 394 - 0.573965,2024-04-04
ORD-2744,395,,0,nyc,USA,917,"",note 395 - 0.695051,2024-04-05
ORD-4780,396,31,0,nyc,USA,273,"",note 396 - 0.286816,2024-04-06
ORD-4209,397,33,1000,NYC,USA,730,"",note 397 - 0.741429,2024-04-07
ORD-3869,398,22,1000,NYC ,USA,279,SAVE20,note 398 - 0.180809,2024-04-08
ORD-2525,399,26,0,NYC,USA,248,SAVE20,note 399 - 0.752761,2024-04-09
ORD-436,3,26,0,nyc,USA,526,SAVE20,note 3 - 0.265530,2024-03-04
ORD-4331,7,34,1000,Boston,USA,462,SAVE20,note 7 - 0.192264,2024-03-08
ORD-4331,7,34,1000,Boston,USA,462,SAVE20,note 7 - 0.192264,2024-03-08
